"","order.date","order.id","order.line","quantity","price","price.ext","customer.id","bikeshop.name","bikeshop.city","bikeshop.state","latitude","longitude","product.id","model","category.primary","category.secondary","frame"
"26",2011-01-12,7,8,1,9060,9060,9,"Minneapolis Bike Shop","Minneapolis","MN",44.977753,-93.265011,67,"F-Si Hi-Mod Team","Mountain","Cross Country Race","Carbon"
"27",2011-01-12,7,9,1,3200,3200,9,"Minneapolis Bike Shop","Minneapolis","MN",44.977753,-93.265011,61,"Scalpel-Si 5","Mountain","Cross Country Race","Aluminum"
"28",2011-01-12,7,10,8,1410,11280,9,"Minneapolis Bike Shop","Minneapolis","MN",44.977753,-93.265011,18,"CAAD8 105","Road","Elite Road","Aluminum"
"29",2011-01-12,7,11,1,480,480,9,"Minneapolis Bike Shop","Minneapolis","MN",44.977753,-93.265011,96,"Catalyst 3","Mountain","Sport","Aluminum"
"30",2011-01-12,7,12,1,1950,1950,9,"Minneapolis Bike Shop","Minneapolis","MN",44.977753,-93.265011,42,"Slice 105","Road","Triathalon","Carbon"
"31",2011-01-12,7,13,1,9060,9060,9,"Minneapolis Bike Shop","Minneapolis","MN",44.977753,-93.265011,56,"Scalpel-Si Race","Mountain","Cross Country Race","Carbon"
"32",2011-01-12,7,14,8,815,6520,9,"Minneapolis Bike Shop","Minneapolis","MN",44.977753,-93.265011,93,"Trail 5","Mountain","Sport","Aluminum"
"33",2011-01-12,8,1,1,1250,1250,16,"Phoenix Bi-peds","Phoenix","AZ",33.448377,-112.074037,35,"Synapse Disc Tiagra","Road","Endurance Road","Aluminum"
"34",2011-01-12,8,2,27,480,12960,16,"Phoenix Bi-peds","Phoenix","AZ",33.448377,-112.074037,96,"Catalyst 3","Mountain","Sport","Aluminum"
"35",2011-01-17,9,1,1,2660,2660,25,"New Orleans Velocipedes","New Orleans","LA",29.951066,-90.071532,29,"Synapse Carbon Ultegra 4","Road","Endurance Road","Carbon"
"36",2011-01-17,9,2,8,3200,25600,25,"New Orleans Velocipedes","New Orleans","LA",29.951066,-90.071532,13,"CAAD12 Red","Road","Elite Road","Aluminum"
"37",2011-01-17,9,3,1,1410,1410,25,"New Orleans Velocipedes","New Orleans","LA",29.951066,-90.071532,18,"CAAD8 105","Road","Elite Road","Aluminum"
"38",2011-01-17,9,4,1,1950,1950,25,"New Orleans Velocipedes","New Orleans","LA",29.951066,-90.071532,16,"CAAD12 Disc 105","Road","Elite Road","Aluminum"
"39",2011-01-17,9,5,125,1030,128750,25,"New Orleans Velocipedes","New Orleans","LA",29.951066,-90.071532,36,"Synapse Sora","Road","Endurance Road","Aluminum"
"40",2011-01-17,10,1,1,1250,1250,20,"Portland Bi-peds","Portland","OR",45.523062,-122.676482,19,"CAAD8 Tiagra","Road","Elite Road","Aluminum"
"41",2011-01-18,11,1,1,5860,5860,19,"San Francisco Cruisers","San Francisco","CA",37.774929,-122.419416,11,"CAAD12 Black Inc","Road","Elite Road","Aluminum"
"42",2011-01-18,11,2,8,3200,25600,19,"San Francisco Cruisers","San Francisco","CA",37.774929,-122.419416,13,"CAAD12 Red","Road","Elite Road","Aluminum"
"43",2011-01-18,11,3,1,1840,1840,19,"San Francisco Cruisers","San Francisco","CA",37.774929,-122.419416,10,"Supersix Evo Tiagra","Road","Elite Road","Carbon"
"44",2011-01-18,11,4,1,4500,4500,19,"San Francisco Cruisers","San Francisco","CA",37.774929,-122.419416,39,"Slice Hi-Mod Dura Ace D12","Road","Triathalon","Carbon"
"45",2011-01-18,11,5,1,7460,7460,19,"San Francisco Cruisers","San Francisco","CA",37.774929,-122.419416,23,"Synapse Hi-Mod Disc Red","Road","Endurance Road","Carbon"
"46",2011-01-18,11,6,1,3200,3200,19,"San Francisco Cruisers","San Francisco","CA",37.774929,-122.419416,65,"Scalpel 29 4","Mountain","Cross Country Race","Aluminum"
"47",2011-01-18,11,7,1,3500,3500,19,"San Francisco Cruisers","San Francisco","CA",37.774929,-122.419416,43,"SuperX Hi-Mod CX1","Road","Cyclocross","Carbon"
"48",2011-01-20,12,1,8,3730,29840,6,"Louisville Race Equipment","Louisville","KY",38.252665,-85.758456,27,"Synapse Carbon Disc Ultegra","Road","Endurance Road","Carbon"
"49",2011-01-20,12,2,1,3840,3840,6,"Louisville Race Equipment","Louisville","KY",38.252665,-85.758456,49,"Jekyll Carbon 3","Mountain","Over Mountain","Carbon"
"50",2011-01-20,12,3,1,9060,9060,6,"Louisville Race Equipment","Louisville","KY",38.252665,-85.758456,67,"F-Si Hi-Mod Team","Mountain","Cross Country Race","Carbon"
"51",2011-01-20,12,4,1,5860,5860,6,"Louisville Race Equipment","Louisville","KY",38.252665,-85.758456,11,"CAAD12 Black Inc","Road","Elite Road","Aluminum"
"52",2011-01-20,12,5,1,4800,4800,6,"Louisville Race Equipment","Louisville","KY",38.252665,-85.758456,26,"Synapse Carbon Disc Ultegra D12","Road","Endurance Road","Carbon"
"53",2011-01-20,12,6,1,4500,4500,6,"Louisville Race Equipment","Louisville","KY",38.252665,-85.758456,39,"Slice Hi-Mod Dura Ace D12","Road","Triathalon","Carbon"
"54",2011-01-20,12,7,1,3200,3200,6,"Louisville Race Equipment","Louisville","KY",38.252665,-85.758456,28,"Synapse Carbon Ultegra 3","Road","Endurance Road","Carbon"
"55",2011-01-20,12,8,1,1840,1840,6,"Louisville Race Equipment","Louisville","KY",38.252665,-85.758456,32,"Syapse Carbon Tiagra","Road","Endurance Road","Carbon"
"56",2011-01-20,12,9,1,9590,9590,6,"Louisville Race Equipment","Louisville","KY",38.252665,-85.758456,22,"Synapse Hi-Mod Disc Black Inc.","Road","Endurance Road","Carbon"
"57",2011-01-20,12,10,1,3200,3200,6,"Louisville Race Equipment","Louisville","KY",38.252665,-85.758456,13,"CAAD12 Red","Road","Elite Road","Aluminum"
"58",2011-01-20,12,11,1,2660,2660,6,"Louisville Race Equipment","Louisville","KY",38.252665,-85.758456,29,"Synapse Carbon Ultegra 4","Road","Endurance Road","Carbon"
"59",2011-01-20,12,12,1,5330,5330,6,"Louisville Race Equipment","Louisville","KY",38.252665,-85.758456,63,"Scalpel 29 Carbon 2","Mountain","Cross Country Race","Carbon"
"60",2011-01-20,12,13,1,2240,2240,6,"Louisville Race Equipment","Louisville","KY",38.252665,-85.758456,31,"Synapse Carbon 105","Road","Endurance Road","Carbon"
"61",2011-01-20,12,14,1,2240,2240,6,"Louisville Race Equipment","Louisville","KY",38.252665,-85.758456,15,"CAAD12 Ultegra","Road","Elite Road","Aluminum"
"62",2011-01-20,12,15,1,3200,3200,6,"Louisville Race Equipment","Louisville","KY",38.252665,-85.758456,40,"Slice Ultegra D12","Road","Triathalon","Carbon"
"63",2011-01-20,12,16,27,1840,49680,6,"Louisville Race Equipment","Louisville","KY",38.252665,-85.758456,10,"Supersix Evo Tiagra","Road","Elite Road","Carbon"
"64",2011-01-20,12,17,1,870,870,6,"Louisville Race Equipment","Louisville","KY",38.252665,-85.758456,37,"Synapse Claris","Road","Endurance Road","Aluminum"
"65",2011-01-20,12,18,1,2660,2660,6,"Louisville Race Equipment","Louisville","KY",38.252665,-85.758456,8,"Supersix Evo Ultegra 4","Road","Elite Road","Carbon"
"66",2011-01-20,12,19,1,7460,7460,6,"Louisville Race Equipment","Louisville","KY",38.252665,-85.758456,57,"Scalpel-Si Hi-Mod 1","Mountain","Cross Country Race","Carbon"
"67",2011-01-20,13,1,1,5330,5330,7,"Nashville Cruisers","Nashville","TN",36.162664,-86.781602,4,"Supersix Evo Hi-Mod Dura Ace 2","Road","Elite Road","Carbon"
"68",2011-01-20,13,2,1,1410,1410,7,"Nashville Cruisers","Nashville","TN",36.162664,-86.781602,18,"CAAD8 105","Road","Elite Road","Aluminum"
"69",2011-01-24,14,1,1,2340,2340,14,"Albuquerque Cycles","Albuquerque","NM",35.085334,-106.605553,87,"Habit 5","Mountain","Trail","Aluminum"
"70",2011-01-24,14,2,1,2770,2770,14,"Albuquerque Cycles","Albuquerque","NM",35.085334,-106.605553,76,"Beast of the East 1","Mountain","Trail","Aluminum"
"71",2011-01-24,14,3,1,4800,4800,14,"Albuquerque Cycles","Albuquerque","NM",35.085334,-106.605553,69,"F-Si Carbon 2","Mountain","Cross Country Race","Carbon"
"72",2011-01-25,15,1,1,7990,7990,13,"Oklahoma City Race Equipment","Oklahoma City","OK",35.46756,-97.516428,3,"Supersix Evo Hi-Mod Dura Ace 1","Road","Elite Road","Carbon"
"73",2011-01-25,15,2,1,1250,1250,13,"Oklahoma City Race Equipment","Oklahoma City","OK",35.46756,-97.516428,35,"Synapse Disc Tiagra","Road","Endurance Road","Aluminum"
"74",2011-01-25,15,3,27,3200,86400,13,"Oklahoma City Race Equipment","Oklahoma City","OK",35.46756,-97.516428,65,"Scalpel 29 4","Mountain","Cross Country Race","Aluminum"
"75",2011-01-25,15,4,1,4260,4260,13,"Oklahoma City Race Equipment","Oklahoma City","OK",35.46756,-97.516428,5,"Supersix Evo Hi-Mod Utegra","Road","Elite Road","Carbon"
"76",2011-01-25,15,5,1,1250,1250,13,"Oklahoma City Race Equipment","Oklahoma City","OK",35.46756,-97.516428,19,"CAAD8 Tiagra","Road","Elite Road","Aluminum"
"77",2011-01-25,15,6,8,4480,35840,13,"Oklahoma City Race Equipment","Oklahoma City","OK",35.46756,-97.516428,84,"Habit Carbon SE","Mountain","Trail","Carbon"
"78",2011-01-25,15,7,1,1350,1350,13,"Oklahoma City Race Equipment","Oklahoma City","OK",35.46756,-97.516428,90,"Trail 2","Mountain","Sport","Aluminum"
"79",2011-01-25,15,8,1,1950,1950,13,"Oklahoma City Race Equipment","Oklahoma City","OK",35.46756,-97.516428,16,"CAAD12 Disc 105","Road","Elite Road","Aluminum"
"80",2011-01-25,15,9,1,12790,12790,13,"Oklahoma City Race Equipment","Oklahoma City","OK",35.46756,-97.516428,1,"Supersix Evo Black Inc.","Road","Elite Road","Carbon"
"81",2011-01-25,15,10,1,1950,1950,13,"Oklahoma City Race Equipment","Oklahoma City","OK",35.46756,-97.516428,88,"Habit 6","Mountain","Trail","Aluminum"
"82",2011-01-25,15,11,1,2450,2450,13,"Oklahoma City Race Equipment","Oklahoma City","OK",35.46756,-97.516428,44,"SuperX Ultegra","Road","Cyclocross","Carbon"
"83",2011-01-25,15,12,8,9590,76720,13,"Oklahoma City Race Equipment","Oklahoma City","OK",35.46756,-97.516428,22,"Synapse Hi-Mod Disc Black Inc.","Road","Endurance Road","Carbon"
"84",2011-01-25,16,1,64,1840,117760,9,"Minneapolis Bike Shop","Minneapolis","MN",44.977753,-93.265011,73,"F-Si 3","Mountain","Cross Country Race","Aluminum"
"85",2011-01-25,16,2,1,1080,1080,9,"Minneapolis Bike Shop","Minneapolis","MN",44.977753,-93.265011,91,"Trail 3","Mountain","Sport","Aluminum"
"86",2011-01-25,16,3,1,585,585,9,"Minneapolis Bike Shop","Minneapolis","MN",44.977753,-93.265011,95,"Catalyst 2","Mountain","Sport","Aluminum"
"87",2011-01-25,16,4,1,705,705,9,"Minneapolis Bike Shop","Minneapolis","MN",44.977753,-93.265011,94,"Catalyst 1","Mountain","Sport","Aluminum"
"88",2011-01-25,16,5,1,7990,7990,9,"Minneapolis Bike Shop","Minneapolis","MN",44.977753,-93.265011,3,"Supersix Evo Hi-Mod Dura Ace 1","Road","Elite Road","Carbon"
"89",2011-01-25,16,6,1,2060,2060,9,"Minneapolis Bike Shop","Minneapolis","MN",44.977753,-93.265011,72,"F-Si 2","Mountain","Cross Country Race","Aluminum"
"90",2011-01-25,16,7,1,3200,3200,9,"Minneapolis Bike Shop","Minneapolis","MN",44.977753,-93.265011,65,"Scalpel 29 4","Mountain","Cross Country Race","Aluminum"
"91",2011-01-25,16,8,8,3840,30720,9,"Minneapolis Bike Shop","Minneapolis","MN",44.977753,-93.265011,49,"Jekyll Carbon 3","Mountain","Over Mountain","Carbon"
"92",2011-01-26,17,1,1,7000,7000,5,"Cincinnati Speed","Cincinnati","OH",39.103118,-84.51202,38,"Slice Hi-Mod Black Inc.","Road","Triathalon","Carbon"
"93",2011-01-28,18,1,1,815,815,8,"Denver Bike Shop","Denver","CO",39.739236,-104.990251,21,"CAAD8 Claris","Road","Elite Road","Aluminum"
"94",2011-01-28,18,2,1,4260,4260,8,"Denver Bike Shop","Denver","CO",39.739236,-104.990251,64,"Scalpel 29 Carbon 3","Mountain","Cross Country Race","Carbon"
"95",2011-01-28,19,1,8,11190,89520,2,"Ithaca Mountain Climbers","Ithaca","NY",42.443961,-76.501881,66,"F-Si Black Inc.","Mountain","Cross Country Race","Carbon"
"96",2011-01-28,19,2,1,3200,3200,2,"Ithaca Mountain Climbers","Ithaca","NY",42.443961,-76.501881,61,"Scalpel-Si 5","Mountain","Cross Country Race","Aluminum"
"97",2011-01-28,20,1,1,2240,2240,10,"Kansas City 29ers","Kansas City","KS",39.114053,-94.627464,9,"Supersix Evo 105","Road","Elite Road","Carbon"
"98",2011-01-28,20,2,1,2660,2660,10,"Kansas City 29ers","Kansas City","KS",39.114053,-94.627464,14,"CAAD Disc Ultegra","Road","Elite Road","Aluminum"
"99",2011-01-28,20,3,1,3200,3200,10,"Kansas City 29ers","Kansas City","KS",39.114053,-94.627464,50,"Jekyll Carbon 4","Mountain","Over Mountain","Carbon"
"100",2011-01-28,20,4,1,3730,3730,10,"Kansas City 29ers","Kansas City","KS",39.114053,-94.627464,85,"Habit Carbon 3","Mountain","Trail","Carbon"
"101",2011-01-28,20,5,1,1950,1950,10,"Kansas City 29ers","Kansas City","KS",39.114053,-94.627464,16,"CAAD12 Disc 105","Road","Elite Road","Aluminum"
"102",2011-01-28,20,6,1,3730,3730,10,"Kansas City 29ers","Kansas City","KS",39.114053,-94.627464,27,"Synapse Carbon Disc Ultegra","Road","Endurance Road","Carbon"
"103",2011-01-28,20,7,1,3200,3200,10,"Kansas City 29ers","Kansas City","KS",39.114053,-94.627464,79,"Bad Habit 1","Mountain","Trail","Aluminum"
"104",2011-01-28,20,8,1,1620,1620,10,"Kansas City 29ers","Kansas City","KS",39.114053,-94.627464,78,"Beast of the East 3","Mountain","Trail","Aluminum"
"105",2011-01-28,20,9,1,2130,2130,10,"Kansas City 29ers","Kansas City","KS",39.114053,-94.627464,77,"Beast of the East 2","Mountain","Trail","Aluminum"
"106",2011-02-01,21,1,1,8200,8200,17,"Las Vegas Cycles","Las Vegas","NV",36.169941,-115.13983,51,"Trigger Carbon 1","Mountain","Over Mountain","Carbon"
"107",2011-02-01,21,2,64,7990,511360,17,"Las Vegas Cycles","Las Vegas","NV",36.169941,-115.13983,3,"Supersix Evo Hi-Mod Dura Ace 1","Road","Elite Road","Carbon"
"108",2011-02-01,21,3,1,3200,3200,17,"Las Vegas Cycles","Las Vegas","NV",36.169941,-115.13983,61,"Scalpel-Si 5","Mountain","Cross Country Race","Aluminum"
"109",2011-02-01,21,4,1,4800,4800,17,"Las Vegas Cycles","Las Vegas","NV",36.169941,-115.13983,26,"Synapse Carbon Disc Ultegra D12","Road","Endurance Road","Carbon"
"110",2011-02-01,21,5,1,3200,3200,17,"Las Vegas Cycles","Las Vegas","NV",36.169941,-115.13983,65,"Scalpel 29 4","Mountain","Cross Country Race","Aluminum"
"111",2011-02-01,22,1,8,2130,17040,21,"Seattle Race Equipment","Seattle","WA",47.606209,-122.332071,33,"Synapse Disc Adventure","Road","Endurance Road","Aluminum"
"112",2011-02-01,22,2,1,1030,1030,21,"Seattle Race Equipment","Seattle","WA",47.606209,-122.332071,36,"Synapse Sora","Road","Endurance Road","Aluminum"
"113",2011-02-01,22,3,1,3730,3730,21,"Seattle Race Equipment","Seattle","WA",47.606209,-122.332071,74,"Fat CAAD1","Mountain","Fat Bike","Aluminum"
"114",2011-02-01,22,4,1,870,870,21,"Seattle Race Equipment","Seattle","WA",47.606209,-122.332071,37,"Synapse Claris","Road","Endurance Road","Aluminum"
"115",2011-02-01,22,5,27,2340,63180,21,"Seattle Race Equipment","Seattle","WA",47.606209,-122.332071,87,"Habit 5","Mountain","Trail","Aluminum"
"116",2011-02-01,22,6,1,5860,5860,21,"Seattle Race Equipment","Seattle","WA",47.606209,-122.332071,24,"Synapse Hi-Mod Dura Ace","Road","Endurance Road","Carbon"
"117",2011-02-01,22,7,8,3500,28000,21,"Seattle Race Equipment","Seattle","WA",47.606209,-122.332071,43,"SuperX Hi-Mod CX1","Road","Cyclocross","Carbon"
"118",2011-02-01,22,8,1,3200,3200,21,"Seattle Race Equipment","Seattle","WA",47.606209,-122.332071,79,"Bad Habit 1","Mountain","Trail","Aluminum"
"119",2011-02-01,22,9,1,3200,3200,21,"Seattle Race Equipment","Seattle","WA",47.606209,-122.332071,28,"Synapse Carbon Ultegra 3","Road","Endurance Road","Carbon"
"120",2011-02-01,22,10,8,1840,14720,21,"Seattle Race Equipment","Seattle","WA",47.606209,-122.332071,10,"Supersix Evo Tiagra","Road","Elite Road","Carbon"
"121",2011-02-04,23,1,1,6070,6070,8,"Denver Bike Shop","Denver","CO",39.739236,-104.990251,48,"Jekyll Carbon 2","Mountain","Over Mountain","Carbon"
"122",2011-02-04,23,2,1,2340,2340,8,"Denver Bike Shop","Denver","CO",39.739236,-104.990251,71,"F-Si 1","Mountain","Cross Country Race","Aluminum"
"123",2011-02-04,23,3,1,980,980,8,"Denver Bike Shop","Denver","CO",39.739236,-104.990251,92,"Trail 4","Mountain","Sport","Aluminum"
"124",2011-02-04,23,4,1,2660,2660,8,"Denver Bike Shop","Denver","CO",39.739236,-104.990251,30,"Synapse Carbon Disc 105","Road","Endurance Road","Carbon"
"125",2011-02-04,23,5,1,1950,1950,8,"Denver Bike Shop","Denver","CO",39.739236,-104.990251,42,"Slice 105","Road","Triathalon","Carbon"
"126",2011-02-07,24,1,1,3200,3200,22,"Ann Arbor Speed","Ann Arbor","MI",42.280826,-83.743038,40,"Slice Ultegra D12","Road","Triathalon","Carbon"
"127",2011-02-07,24,2,343,2660,912380,22,"Ann Arbor Speed","Ann Arbor","MI",42.280826,-83.743038,29,"Synapse Carbon Ultegra 4","Road","Endurance Road","Carbon"
"128",2011-02-07,24,3,27,10660,287820,22,"Ann Arbor Speed","Ann Arbor","MI",42.280826,-83.743038,2,"Supersix Evo Hi-Mod Team","Road","Elite Road","Carbon"
"129",2011-02-07,24,4,1,870,870,22,"Ann Arbor Speed","Ann Arbor","MI",42.280826,-83.743038,37,"Synapse Claris","Road","Endurance Road","Aluminum"
"130",2011-02-07,24,5,1,3940,3940,22,"Ann Arbor Speed","Ann Arbor","MI",42.280826,-83.743038,6,"Supersix Evo Red","Road","Elite Road","Carbon"
"131",2011-02-07,24,6,1,1840,1840,22,"Ann Arbor Speed","Ann Arbor","MI",42.280826,-83.743038,73,"F-Si 3","Mountain","Cross Country Race","Aluminum"
"132",2011-02-07,24,7,8,1950,15600,22,"Ann Arbor Speed","Ann Arbor","MI",42.280826,-83.743038,42,"Slice 105","Road","Triathalon","Carbon"
"133",2011-02-07,24,8,1,415,415,22,"Ann Arbor Speed","Ann Arbor","MI",42.280826,-83.743038,97,"Catalyst 4","Mountain","Sport","Aluminum"
"134",2011-02-07,24,9,1,980,980,22,"Ann Arbor Speed","Ann Arbor","MI",42.280826,-83.743038,92,"Trail 4","Mountain","Sport","Aluminum"
"135",2011-02-07,24,10,1,1410,1410,22,"Ann Arbor Speed","Ann Arbor","MI",42.280826,-83.743038,18,"CAAD8 105","Road","Elite Road","Aluminum"
"136",2011-02-07,24,11,1,4260,4260,22,"Ann Arbor Speed","Ann Arbor","MI",42.280826,-83.743038,12,"CAAD12 Disc Dura Ace","Road","Elite Road","Aluminum"
"137",2011-02-07,25,1,1,1950,1950,14,"Albuquerque Cycles","Albuquerque","NM",35.085334,-106.605553,16,"CAAD12 Disc 105","Road","Elite Road","Aluminum"
"138",2011-02-07,25,2,1,3200,3200,14,"Albuquerque Cycles","Albuquerque","NM",35.085334,-106.605553,13,"CAAD12 Red","Road","Elite Road","Aluminum"
"139",2011-02-07,25,3,1,2340,2340,14,"Albuquerque Cycles","Albuquerque","NM",35.085334,-106.605553,71,"F-Si 1","Mountain","Cross Country Race","Aluminum"
"140",2011-02-09,26,1,1,3200,3200,3,"Columbus Race Equipment","Columbus","OH",39.961176,-82.998794,13,"CAAD12 Red","Road","Elite Road","Aluminum"
"141",2011-02-10,27,1,1,2660,2660,10,"Kansas City 29ers","Kansas City","KS",39.114053,-94.627464,8,"Supersix Evo Ultegra 4","Road","Elite Road","Carbon"
"142",2011-02-10,27,2,1,3200,3200,10,"Kansas City 29ers","Kansas City","KS",39.114053,-94.627464,79,"Bad Habit 1","Mountain","Trail","Aluminum"
"143",2011-02-10,27,3,1,1030,1030,10,"Kansas City 29ers","Kansas City","KS",39.114053,-94.627464,20,"CAAD8 Sora","Road","Elite Road","Aluminum"
"144",2011-02-10,27,4,8,980,7840,10,"Kansas City 29ers","Kansas City","KS",39.114053,-94.627464,92,"Trail 4","Mountain","Sport","Aluminum"
"145",2011-02-10,27,5,1,2340,2340,10,"Kansas City 29ers","Kansas City","KS",39.114053,-94.627464,71,"F-Si 1","Mountain","Cross Country Race","Aluminum"
"146",2011-02-10,27,6,1,2880,2880,10,"Kansas City 29ers","Kansas City","KS",39.114053,-94.627464,70,"F-Si Carbon 4","Mountain","Cross Country Race","Carbon"
"147",2011-02-10,27,7,27,1620,43740,10,"Kansas City 29ers","Kansas City","KS",39.114053,-94.627464,78,"Beast of the East 3","Mountain","Trail","Aluminum"
"148",2011-02-10,27,8,1,1520,1520,10,"Kansas City 29ers","Kansas City","KS",39.114053,-94.627464,89,"Trail 1","Mountain","Sport","Aluminum"
"149",2011-02-10,27,9,1,2660,2660,10,"Kansas City 29ers","Kansas City","KS",39.114053,-94.627464,80,"Bad Habit 2","Mountain","Trail","Aluminum"
"150",2011-02-10,27,10,1,3200,3200,10,"Kansas City 29ers","Kansas City","KS",39.114053,-94.627464,61,"Scalpel-Si 5","Mountain","Cross Country Race","Aluminum"
"151",2011-02-10,27,11,1,4800,4800,10,"Kansas City 29ers","Kansas City","KS",39.114053,-94.627464,69,"F-Si Carbon 2","Mountain","Cross Country Race","Carbon"
"152",2011-02-10,27,12,8,3200,25600,10,"Kansas City 29ers","Kansas City","KS",39.114053,-94.627464,40,"Slice Ultegra D12","Road","Triathalon","Carbon"
"153",2011-02-10,28,1,1,7990,7990,2,"Ithaca Mountain Climbers","Ithaca","NY",42.443961,-76.501881,47,"Jekyll Carbon 1","Mountain","Over Mountain","Carbon"
"154",2011-02-10,28,2,1,3200,3200,2,"Ithaca Mountain Climbers","Ithaca","NY",42.443961,-76.501881,79,"Bad Habit 1","Mountain","Trail","Aluminum"
"155",2011-02-10,28,3,1,3200,3200,2,"Ithaca Mountain Climbers","Ithaca","NY",42.443961,-76.501881,61,"Scalpel-Si 5","Mountain","Cross Country Race","Aluminum"
"156",2011-02-10,28,4,1,415,415,2,"Ithaca Mountain Climbers","Ithaca","NY",42.443961,-76.501881,97,"Catalyst 4","Mountain","Sport","Aluminum"
"157",2011-02-10,28,5,8,11190,89520,2,"Ithaca Mountain Climbers","Ithaca","NY",42.443961,-76.501881,66,"F-Si Black Inc.","Mountain","Cross Country Race","Carbon"
